gene_hgnc_symbol	chromosome_name	start_position	end_position
NOP14	4	2939660	2965112
NOP16	5	175810949	175815976
NOP2	12	6666029	6677857
NOP56	20	2632791	2639039
NOP58	2	203130439	203168389
NOP9	14	24769068	24778330
NOS1	12	117645947	117889975
NOS1AP	1	162039564	162353321
NOSIP	19	50058968	50093519
NOTCH1	9	139388896	139440314
NOTCH2	1	120454176	120612240
NOTCH2NL	HG1287_PATCH	146838681	146915449
NOTCH3	19	15270444	15311792
NOTCH4	6	32162620	32191844
NOV	8	120428546	120436593
NOXA1	9	140317802	140328858
NOXRED1	14	77860364	77889860
NPAS2	2	101436614	101613291
NPAT	11	108027942	108093369
NPB	17	79858621	79860781
NPC1	18	21086148	21166862
NPC2	14	74942895	74960880
NPDC1	9	139933922	139940655
NPEPL1	20	57264187	57294294
NPEPPS	17	45600308	45700642
NPHP1	2	110879888	110962643
NPHP3	3	132276986	132441303
NPHP4	1	5922871	6052533
NPIPA1	16	15016659	15045915
NPIPA3	16	14802801	14820195
NPIPA5	16	15457516	15474904
NPIPA7	16	16472912	16487811
NPIPA8	16	18411799	18441131
NPIPB11	16	29392675	29415350
NPIPB15	16	74411776	74425978
NPIPB3	16	21413558	21459888
NPIPB4	16	21845890	21892148
NPIPB5	16	22490442	22547842
NPIPB6	16	28353876	28374829
NPIPB9	16	28763108	28784128
NPL	1	182758428	182799519
NPLOC4	17	79523913	79615495
NPM1	5	170814120	170838141
NPM3	10	103541082	103543170
NPPA	1	11905766	11908402
NPR1	1	153651113	153666468
NPR2	9	35792151	35809729
NPR3	5	32689176	32791819
NPRL2	3	50384761	50388522
NPRL3	16	134273	188859
NPTN	15	73852355	73926475
NPTX1	17	78440948	78451643
NPTX2	7	98246609	98259180
NPTXR	22	39214457	39239987
NQO1	16	69740899	69760854
NQO2	6	2988221	3019996
NR1D1	17	38249040	38256978
NR1D2	3	23986751	24022109
NR1H2	19	50832910	50886239
NR1H3	11	47269851	47290396
NR1I3	1	161199456	161208092
NR2C1	12	95414005	95467479
NR2C2	3	14989091	15095107
NR2C2AP	19	19312225	19314233
NR2F6	19	17342692	17356749
NR3C1	5	142657496	142815077
NR3C2	4	148999913	149365850
NR4A1	12	52416616	52453291
NR4A2	2	157180944	157198860
NR4A3	9	102584137	102629173
NR6A1	9	127279554	127533589
NRARP	9	140194083	140196703
NRAS	1	115247090	115259515
NRBF2	10	64893050	64914783
NRBP1	2	27650657	27665126
NRBP2	8	144915764	144924200
NRCAM	7	107788068	108097161
NRD1	1	52254863	52344477
NRDE2	14	90742580	90798481
NREP	5	110998318	111333161
NRF1	7	129251555	129396922
NRG1	8	31496902	32622548
NRG2	5	139226364	139422884
NRG4	15	76228310	76352136
NRGN	11	124609742	124617106
NRIP1	21	16333556	16437321
NRIP2	12	2934514	2944710
NRIP3	11	9002123	9025596
NRL	14	24549316	24584223
NRM	6	30655824	30659197
NRN1	6	5998232	6007200
NRP1	10	33466420	33625190
NRP2	2	206546714	206662857
NRROS	3	196366557	196388875
NRSN2	20	327426	340304
NRXN2	11	64373646	64490660
NSA2	5	74062817	74072737
NSD1	5	176560026	176727216
NSF	17	44668035	44834830
NSFL1C	20	1422807	1454487
NSG1	4	4349867	4420785
NSL1	1	212899495	212965124
NSMAF	8	59496063	59572403
NSMCE1	16	27236312	27280115
NSMCE2	8	126103921	126379362
NSMCE4A	10	123716603	123734732
NSMF	9	140342022	140353786
NSRP1	17	28442539	28513493
NSUN2	5	6599352	6633404
NSUN3	3	93781760	93847389
NSUN4	1	46805849	46830824
NSUN5	7	72716514	72722864
NSUN6	10	18834490	18940551
NSUN7	4	40751914	40812002
NT5C	17	73126320	73127890
NT5C1B	2	18737050	18770838
NT5C2	10	104845940	104953056
NT5C3A	7	33053742	33102409
NT5C3B	17	39981335	39992523
NT5DC1	6	116422012	116570660
NT5DC2	3	52558386	52569070
NT5DC3	12	104164231	104234975
NT5E	6	86159809	86205500
NT5M	17	17206649	17250977
NTAN1	16	15131710	15149921
NTHL1	16	2089816	2097867
NTMT1	9	132371163	132398209
NTN1	17	8924859	9147317
NTN3	16	2521500	2524146
NTN4	12	96051583	96184930
NTNG2	9	135037334	135119921
NTPCR	1	233086351	233119628
NTRK1	1	156785432	156851642
NTRK2	9	87283466	87638505
NTSR1	20	61340189	61394123
NUAK1	12	106457118	106533811
NUAK2	1	205271187	205290883
NUB1	7	151038785	151075535
NUBP1	16	10837643	10863208
NUBP2	16	1832902	1839192
NUBPL	14	31959162	32330430
NUCB1	19	49403307	49426629
NUCB2	11	17229700	17371521
NUCKS1	1	205681947	205719404
NUDC	1	27226729	27273353
NUDCD1	8	110253148	110346614
NUDCD2	5	162873532	162887146
NUDCD3	7	44418720	44530479
NUDT1	7	2281857	2290781
NUDT12	5	102884556	102898494
NUDT13	10	74870217	74891586
NUDT14	14	105639275	105647660
NUDT15	13	48611703	48621358
NUDT16	3	131100515	131107674
NUDT16L1	16	4743695	4745860
NUDT17	1	145586115	145589439
NUDT19	19	33182867	33204702
NUDT2	9	34329504	34343709
NUDT21	16	56463045	56486111
NUDT22	11	63993413	63998158
NUDT3	6	34247456	34360451
NUDT4	12	93771659	93797024
NUDT5	10	12207324	12238143
NUDT6	4	123809852	123844123
NUDT7	16	77756411	77776157
NUDT8	11	67395409	67397401
NUDT9	4	88343734	88380606
NUF2	1	163236366	163325554
NUFIP1	13	45513384	45563618
NUFIP2	17	27582854	27621136
NUGGC	8	27879481	27941388
NUMA1	11	71713910	71791739
NUMB	14	73741815	73930348
NUMBL	19	41172596	41196877
NUP107	12	69080514	69136785
NUP133	1	229577045	229644103
NUP153	6	17615269	17706656
NUP155	5	37288239	37371283
NUP160	11	47799639	47870107
NUP188	9	131709978	131769375
NUP205	7	135242667	135333505
NUP210	3	13357737	13461809
NUP210L	1	153965161	154127592
NUP214	9	134000948	134110057
NUP35	2	183982241	184026408
NUP37	12	102467967	102513902
NUP43	6	150045451	150070801
NUP50	22	45559722	45583896
NUP54	4	77035812	77069668
NUP58	13	25875662	25923938
NUP62	19	50410082	50433020
NUP85	17	73201754	73231853
NUP88	17	5264258	5323480
NUP93	16	56764017	56878797
NUP98	11	3692313	3819022
NUPL2	7	23221446	23240630
NUPR1	16	28548606	28550495
NUS1	6	117996665	118031803
NUSAP1	15	41624892	41673248
NUTF2	16	67880635	67906470
NUTM2A	10	88985205	88996665
NUTM2B	10	81462983	81474437
NUTM2D	10	89117425	89130452
NUTM2E	10	81601114	81610632
NUTM2F	9	97077605	97090926
NUTM2G	9	99690592	99702535
NVL	1	224415036	224518089
NXF1	11	62559595	62573774
NXN	17	702553	883010
NXPE3	3	101498046	101547073
NXPH3	17	47653220	47661189
NXPH4	12	57610578	57620232
NXT1	20	23331373	23335414
NYNRIN	14	24867992	24888494
OAF	11	120081475	120101041
OARD1	6	41001366	41065526
OAS1	12	113344582	113369990
OAS2	12	113416200	113449528
OAS3	12	113376157	113411054
OASL	12	121458095	121477045
OAT	10	126085872	126107545
OAZ1	19	2269485	2273487
OAZ2	15	64979772	64995480
OAZ3	1	151735445	151743808
OBFC1	10	105642300	105677963
OBSCN	1	228395831	228566577
OBSL1	2	220415451	220436581
OCEL1	19	17337013	17340028
OCIAD1	4	48807229	48863834
OCIAD2	4	48887036	48908954
OCLN	5	68788119	68853931
OCSTAMP	20	45169585	45179213
ODC1	2	10580094	10588630
ODF2	9	131217465	131263571
ODF2L	1	86814344	86862023
ODF3	11	196738	200261
ODF3B	22	50968139	50971009
OGDH	7	44646171	44748665
OGFOD1	16	56485402	56513012
OGFOD2	12	123459127	123464590
OGFOD3	17	80347099	80376513
OGFR	20	61436187	61445352
OGFRL1	6	71998506	72018653
OGG1	3	9791628	9829903
OGN	9	95146249	95166978
OLA1	2	174937175	175113426
OLFM1	9	137967268	138013025
OLFM2	19	9964394	10047228
OLFML1	11	7506619	7532608
OLFML2A	9	127539437	127577164
OLFML2B	1	161952982	161993644
OLFML3	1	114522063	114524876
OLIG1	21	34442450	34444726
OLIG2	21	34398153	34401504
OLR1	12	10310902	10324737
OMA1	1	58881056	59012474
OMD	9	95176527	95186743
OMG	17	29599031	29624557
OPA1	3	193310933	193415612
OPA3	19	46030685	46105470
OPLAH	8	145106167	145118735
OPN3	1	241753404	241840678
OPRD1	1	29138654	29190208
OPRL1	20	62711526	62731996
OPTN	10	13141449	13180291
OR10AD1	12	48596081	48597170
OR2A1	7	144015218	144016150
OR2B11	1	247614255	247615308
OR52B6	11	5602107	5603114
OR52I1	11	4615037	4616243
OR52K2	11	4470525	4471591
OR52N4	11	5775923	5776959
OR52W1	11	6220376	6221489
OR5B21	11	58274648	58275578
OR5K2	3	98216448	98217496
OR9A4	7	141618617	141619709
ORAI2	7	102073553	102097268
ORAI3	16	30960387	30967782
ORAOV1	11	69467844	69490184
ORC1	1	52838501	52870131
ORC2	2	201773696	201828403
ORC3	6	88299839	88377169
ORC4	2	148687968	148779147
ORC5	7	103766788	103848495
ORC6	16	46723555	46732306
ORMDL1	2	190635049	190649097
ORMDL2	12	56211703	56215663
ORMDL3	17	38077294	38083854
OS9	12	58087738	58115340
OSBP	11	59341871	59383617
OSBP2	22	31089769	31303811
OSBPL10	3	31699382	32119072
OSBPL11	3	125247702	125313934
OSBPL1A	18	21742008	21977844
OSBPL2	20	60813580	60871268
OSBPL3	7	24836158	25021253
OSBPL5	11	3108346	3187969
OSBPL6	2	179059208	179264160
OSBPL7	17	45884738	45899200
OSBPL8	12	76745577	76953589
OSBPL9	1	52042851	52254889
OSCAR	19	54597933	54606000
OSCP1	1	36881428	36916086
OSER1	20	42825136	42839431
OSGEP	14	20914570	20923264
OSGEPL1	2	190611386	190627953
OSGIN1	16	83981887	83999937
OSGIN2	8	90914087	90940116
OSM	22	30658818	30662829
OSMR	5	38845960	38945698
OST4	2	27293340	27294641
OSTC	4	109571740	109588976
OSTF1	9	77703459	77762181
OSTM1	6	108362613	108487058
OTOA	16	21689835	21772050
OTOF	2	26680071	26781566
OTUB1	11	63753325	63769283
OTUB2	14	94492675	94515276
OTUD1	10	23728198	23731308
OTUD3	1	20209006	20239438
OTUD4	4	146031990	146101313
OTUD6B	8	92082424	92099323
OTUD7A	15	31775329	32162992
OTUD7B	HG1287_PATCH	150626747	150697152
OTULIN	5	14664773	14699820
OVCA2	17	1945327	1946724
OVGP1	1	111956936	111970399
OXA1L	14	23235731	23241007
OXCT1	5	41730167	41870621
OXCT2	1	40235195	40237020
OXER1	2	42989642	42991401
OXLD1	17	79632066	79633665
OXNAD1	3	16306706	16391806
OXR1	8	107282473	107764922
OXSM	3	25824408	25836025
OXSR1	3	38206580	38296979
OXTR	3	8792094	8811314
P2RX1	17	3799886	3819794
P2RX4	12	121647660	121671909
P2RX5	17	3575493	3599698
P2RX7	12	121570622	121623876
P2RY1	3	152552736	152555841
P2RY11	19	10222214	10226048
P2RY12	3	151055168	151102600
P2RY13	3	151044100	151047336
P2RY14	3	150929905	150996255
P2RY2	11	72929343	72947397
P2RY6	11	72975550	73009662
P3H1	1	43212006	43232755
P3H2	3	189674517	189840226
P3H3	12	6937572	6949018
P3H4	17	39958199	39968856
P4HA1	10	74766975	74856732
P4HA2	5	131527531	131631008
P4HA3	11	73946846	74022702
P4HB	17	79801035	79818570
P4HTM	3	49027319	49044587
PA2G4	12	56498103	56507691
PAAF1	11	73587744	73638790
PABPC1	8	101698044	101735037
PABPC1L	20	43538703	43587676
PABPC3	13	25670300	25673389
PABPC4	1	40026488	40042462
PABPN1	14	23790498	23795394
PACRGL	4	20697905	20754530
PACS1	11	65837834	66012218
PACS2	14	105766900	105864484
PACSIN1	6	34433916	34503006
PACSIN2	22	43231418	43411151
PACSIN3	11	47199076	47207994
PADI2	1	17393256	17445948
PADI4	1	17634690	17690499
PAF1	19	39876492	39881835
PAFAH1B1	17	2496504	2588909
PAFAH1B2	11	117014983	117047610
PAFAH1B3	19	42801185	42807698
PAFAH2	1	26286258	26324648
PAG1	8	81880045	82024303
PAICS	4	57301907	57327534
PAIP1	5	43526369	43557860
PAIP2	5	138677276	138705406
PAIP2B	2	71409869	71454213
PAK1	11	77032752	77185680
PAK1IP1	6	10694928	10710015
PAK2	3	196466728	196559518
PAK4	19	39616410	39673456
PAK6	15	40509629	40569688
PALB2	16	23614488	23652631
PALD1	10	72238577	72328205
PALLD	4	169418217	169849608
PALM	19	708953	748329
PAM	5	102089685	102366809
PAM16	16	4381550	4405608
PAN2	12	56710007	56727837
PAN3	13	28712643	28869475
PANK1	10	91342745	91405215
PANK2	20	3869486	3907605
PANK3	5	167975500	168006605
PANK4	1	2439972	2458039
PANX1	11	93862094	93915138
PANX2	22	50609160	50618723
PAOX	10	135192695	135205198
PAPD4	5	78907943	78982471
PAPD5	16	50186829	50269221
PAPD7	5	6714718	6757161
PAPLN	14	73704205	73741348
PAPOLA	14	96967770	97033448
PAPOLG	2	60983365	61029220
PAPPA	9	118916083	119164601
PAPSS1	4	108511433	108641608
PAPSS2	10	89419370	89507462
PAQR3	4	79808281	79860592
PAQR4	16	3019246	3023490
PAQR5	15	69591286	69700119
PAQR6	1	156213206	156217881
PAQR7	1	26187701	26197744
PAQR8	6	52226219	52272575
PARD3	10	34398488	35104253
PARD3B	2	205410516	206484886
PARD6A	16	67694849	67696681
PARD6B	20	49348081	49373332
PARD6G	18	77915115	78005429
PARG	10	51026325	51130715
PARK2	6	161768452	163148803
PARK7	1	8014351	8045565
PARL	3	183547173	183602721
PARM1	4	75858305	75975325
PARN	16	14529558	14726585
PARP1	1	226548392	226595780
PARP10	8	145051321	145086940
PARP11	12	3900213	3982608
PARP12	7	139723544	139763521
PARP14	3	122399465	122449687
PARP15	3	122296449	122357894
PARP16	15	65526798	65592956
PARP2	14	20811741	20826064
PARP3	3	51976361	51982883
PARP4	13	24995064	25086948
PARP6	15	72533522	72565340
PARP8	5	49961733	50142356
PARP9	3	122246771	122283424
PARPBP	12	102513956	102591298
PARS2	1	55222571	55230187
PARVB	22	44395091	44568829
PARVG	22	44568836	44615413
PASK	2	242045514	242089679
PATL1	11	59404189	59436453
PATL2	15	44957930	45003514
PATZ1	22	31721790	31742218
PAWR	12	79968759	80084877
PAX5	9	36833272	37034103
PAX6	11	31806340	31839509
PAX8	2	113973574	114036527
PAXBP1	21	34106210	34144169
PAXIP1	7	154735397	154794794
PBLD	10	70042417	70092806
PBRM1	3	52579368	52719933
PBX1	1	164524821	164868533
PBX2	6	32152512	32157963
PBX3	9	128509624	128729656
PBX4	19	19672522	19729725
PBXIP1	1	154916552	154928599
PC	11	66615704	66725847
PCBD1	10	72642037	72648541
PCBD2	5	134240596	134343649
PCBP1	2	70314585	70316332
PCBP2	12	53835525	53874946
PCBP3	21	47063608	47362368
PCBP4	3	51991470	52002426
PCCA	13	100741269	101182686
PCCB	3	135969148	136056738
PCDH1	5	141232938	141258811
PCDH12	5	141323150	141349304
PCDH9	13	66876967	67804468
PCED1A	20	2815960	2821836
PCED1B	12	47473386	47630443
PCF11	11	82868030	82898493
PCGF1	2	74732170	74735707
PCGF3	4	699537	764428
PCGF5	10	92979908	93044088
PCGF6	10	105062553	105110891
PCID2	13	113831891	113863029
PCIF1	20	44563267	44576662
PCK2	14	24563262	24579807
PCLO	7	82383329	82792246
PCM1	8	17780349	17885478
PCMT1	6	150070579	150132556
PCMTD1	8	52730140	52811735
PCMTD2	20	62887094	62926855
PCNA	20	5095599	5107272
PCNP	3	101292939	101313281
PCNT	21	47744036	47865682
PCNX	14	71374122	71582099
PCNXL2	1	233119181	233431459
PCNXL3	11	65383244	65404910
PCNXL4	14	60558629	60635851
PCOLCE	7	100199800	100205798
PCOLCE2	3	142534764	142608045
PCP2	19	7696497	7698634
PCSK1	5	95726119	95769847
PCSK4	19	1481427	1490751
PCSK5	9	78505560	78977255
PCSK6	15	101840818	102065405
PCSK7	11	117075053	117103241
PCTP	17	53828340	53920191
PCYOX1	2	70484518	70508323
PCYOX1L	5	148737570	148749216
PCYT1A	3	195941093	196014828
PCYT2	17	79858841	79869340
PDAP1	7	98989671	99006452
PDCD1	2	242792033	242801060
PDCD10	3	167401086	167452727
PDCD11	10	105156405	105206049
PDCD1LG2	9	5510545	5571282
PDCD2	6	170884383	170893780
PDCD2L	19	34895289	34917073
PDCD4	10	112631565	112659764
PDCD5	19	33071974	33078358
PDCD6	5	271736	353971
PDCD6IP	3	33839844	33911194
PDCD7	15	65409717	65426174
PDCL	9	125560668	125590910
PDCL3	2	101179152	101193197
PDDC1	11	767220	777488
PDE12	3	57542003	57552571
PDE1B	12	54943134	54973023
PDE2A	11	72287185	72385635
PDE3A	12	20522179	20837315
PDE3B	11	14665269	14892350
PDE4A	19	10527449	10580305
PDE4B	1	66258197	66840259
PDE4D	5	58264865	59817947
PDE4DIP	1	144836157	145076186
PDE5A	4	120415550	120550146
PDE6A	5	149237519	149324356
PDE6B	4	619373	664571
PDE6D	2	232597135	232650982
PDE6G	17	79617489	79630142
PDE7A	8	66629745	66754557
PDE7B	6	136172834	136516712
PDE8A	15	85523671	85682376
PDE8B	5	76506274	76725632
PDE9A	21	44073746	44195619
PDF	16	69362524	69364498
PDGFA	7	536895	559933
PDGFB	22	39619364	39640756
PDGFC	4	157681606	157892546
PDGFD	11	103777914	104035107
PDGFRA	4	55095264	55164414
PDGFRB	5	149493400	149535435
PDGFRL	8	17433942	17501580
PDHB	3	58413357	58419584
PDHX	11	34937376	35042138
PDIA3	15	44038590	44065477
PDIA4	7	148700154	148725733
PDIA5	3	122785909	122944074
PDIA6	2	10923517	10978103
PDIK1L	1	26437664	26452034
PDK1	2	173420101	173489823
PDK2	17	48172101	48189516
PDK4	7	95212811	95225803
PDLIM1	10	96997329	97050781
PDLIM2	8	22435792	22455538
PDLIM4	5	131593364	131609147
PDLIM5	4	95373037	95589377
PDLIM7	5	176910395	176924607
PDP1	8	94870035	94938294
PDP2	16	66912492	66929657
PDPK1	16	2587965	2653189
PDPN	1	13909960	13944452
PDPR	16	70147529	70195203
PDRG1	20	30532758	30539895
PDS5A	4	39824483	39979576
PDS5B	13	33160564	33352157
PDSS1	10	26986588	27035727
PDSS2	6	107473761	107780768
PDXDC1	16	15068448	15233196
PDXK	21	45138975	45182188
PDXP	22	38054734	38062941
PDZD2	5	31639517	32111037
PDZD7	10	102767440	102790890
PDZD8	10	119040000	119134978
PDZD9	16	21995186	22012433
PDZK1	1	145726918	145764074
PEA15	1	160175127	160185166
PEAK1	15	77400471	77712486
PEAR1	1	156863490	156886226
PEBP1	12	118573663	118583389
PECAM1	HG183_PATCH	62399863	62491136
PECR	2	216861052	216947678
PEF1	1	32095463	32110497
PEG10	7	94285637	94299007
PEG3	19	57321445	57352096
PELI1	2	64319786	64371588
PELI2	14	56584532	56768244
PELI3	11	66234216	66244808
PELO	5	52083774	52099880
PELP1	17	4574679	4607632
PEMT	17	17408877	17495022
PEPD	19	33877856	34012700
PER1	17	8043790	8059824
PER2	2	239152679	239198743
PER3	1	7844380	7905237
PERM1	1	910579	917497
PERP	6	138409642	138428648
PES1	22	30972612	31003070
PET100	19	7694623	7696842
PET117	20	18118517	18123813
PEX1	7	92116334	92157845
PEX10	1	2336236	2345236
PEX11A	15	90220995	90234014
PEX11B	1	145516252	145523730
PEX11G	19	7541761	7562335
PEX12	17	33901814	33905882
PEX13	2	61244360	61279125
PEX14	1	10532345	10690815
PEX16	11	45931220	45940363
PEX19	1	160246602	160256138
PEX2	8	77892494	77913280
PEX26	22	18560689	18613905
PEX3	6	143771944	143811147
PEX5	12	7341281	7371170
PEX6	6	42931608	42946958
PEX7	6	137143717	137235075
PF4	4	74846794	74847841
PF4V1	4	74718906	74719872
PFAS	17	8150936	8173809
PFDN1	5	139624624	139682706
PFDN2	1	161070346	161087901
PFDN4	20	52824386	52844591
PFDN5	12	53689075	53693234
PFDN6	6	33257079	33266178
PFKFB2	1	207222801	207254369
PFKFB3	10	6186881	6277495
PFKFB4	3	48555117	48599448
PFKL	21	45719934	45747259
PFKM	12	48498922	48540187
PFKP	10	3108525	3179904
PFN1	17	4848947	4852356
PFN2	3	149682691	149768575
PGA3	11	60970779	60980570
PGA4	11	60989688	61018929
PGA5	11	61008514	61018920
PGAM1	10	99185917	99193198
PGAM5	12	133287405	133299228
PGAP1	2	197697728	197792520
PGAP2	11	3818954	3847601
PGAP3	17	37827375	37853050
PGBD1	6	28249314	28270326
PGBD2	1	249200395	249214145
PGBD4	15	34394274	34396591
PGBD5	1	230457392	230561475
PGD	1	10458649	10480201
PGF	14	75408537	75422487
PGGT1B	5	114546527	114598569
PGLS	19	17622438	17632097
PGLYRP2	19	15579456	15609767
PGM1	1	64058947	64125916
PGM2	4	37828255	37864558
PGM2L1	11	74041363	74109518
PGM3	6	83870869	83903655
PGM5	9	70943224	71145977
PGP	16	2261998	2264808
PGPEP1	19	18451397	18480760
PGRMC2	4	129190397	129209984
PGS1	17	76374721	76421195
PHACTR1	6	12717893	13288645
PHACTR2	6	143857982	144152322
PHACTR4	1	28696114	28826881
PHAX	5	125935960	125962944
PHB	17	47481414	47492246
PHB2	12	7074490	7079988
PHC1	12	9066492	9094063
PHC2	1	33789224	33896653
PHC3	3	169804520	169899537
PHF1	6	33378176	33384230
PHF10	6	170104001	170124151
PHF11	13	50069746	50103123
PHF12	17	27232268	27278789
PHF13	1	6673745	6684093
PHF14	7	11013499	11209250
PHF19	9	123617977	123639606
PHF2	9	96338689	96441869
PHF20	20	34359896	34538303
PHF20L1	8	133787618	133861052
PHF21A	11	45950871	46142985
PHF23	17	7138347	7143041
PHF24	9	34957484	34982541
PHF3	6	64345725	64489229
PHF5A	22	41855721	41864729
PHF7	3	52444673	52457657
PHGDH	1	120202421	120286838
PHIP	6	79645584	79787953
PHKB	16	47495034	47735434
PHKG1	7	56148440	56160689
PHKG2	16	30759591	30772490
PHLDA1	12	76419227	76427712
PHLDA2	11	2949503	2950685
PHLDA3	1	201434620	201438365
PHLDB1	11	118477155	118528741
PHLDB2	3	111451344	111695364
PHLDB3	19	43979106	44009087
PHLPP1	18	60382672	60647666
PHLPP2	16	71671738	71758604
PHOSPHO1	17	47300724	47308128
PHOSPHO2	2	170550975	170558218
PHPT1	9	139743176	139745488
PHRF1	11	576486	612222
PHTF1	1	114239453	114302111
PHTF2	7	77428122	77586818
PHYH	10	13319796	13344412
PHYKPL	5	177635498	177659792
PI4K2A	10	99344131	99436191
PI4K2B	4	25162263	25280714
PI4KA	22	21061979	21213705
PI4KB	1	151264273	151300191
PIANP	12	6802958	6809966
PIAS1	15	68346517	68483096
PIAS2	18	44388353	44500123
PIAS3	1	145575233	145586546
PIAS4	19	4007644	4039384
PIBF1	13	73356197	73590591
PICALM	11	85668727	85780924
PICK1	22	38452318	38471708
PID1	2	229715242	230136001
PIDD1	11	799179	809753
PIEZO1	16	88781751	88851619
PIEZO2	18	10666480	11148587
PIF1	15	65107831	65117867
PIGB	15	55611158	55647846
PIGBOS1	15	55609382	55611359
PIGC	1	172339329	172413230
PIGF	2	46808076	46844258
PIGG	4	492989	533985
PIGH	14	68048672	68067004
PIGK	1	77554675	77685115
PIGL	17	16120505	16252115
PIGM	1	159997462	160001783
PIGN	18	59710800	59854351
PIGO	9	35088685	35096591
PIGP	21	38431470	38445470
PIGQ	16	616995	634136
PIGS	17	26880401	26898890
PIGT	20	44044717	44054884
PIGU	20	33148346	33264910
PIGV	1	27113963	27124889
PIGX	3	196366646	196462878
PIGZ	3	196673214	196695931
PIH1D1	19	49949555	49956754
PIH1D2	11	111934734	111944998
PIK3AP1	10	98353069	98480271
PIK3C2A	11	17099277	17229530
PIK3C2B	1	204391756	204463852
PIK3C3	18	39535171	39667794
PIK3CA	3	178865902	178957881
PIK3CB	3	138372860	138553780
PIK3CD	1	9711790	9789172
PIK3CG	7	106505723	106547590
PIK3IP1	22	31677579	31688520
PIK3R1	5	67511548	67597649
PIK3R2	19	18263928	18281350
PIK3R3	1	46505812	46642160
PIK3R4	3	130397779	130465673
PIK3R5	17	8782233	8869029
PIKFYVE	2	209130991	209223475
PILRA	7	99965153	99997719
PILRB	7	99933737	99965356
PIM1	6	37137979	37143202
PIM3	22	50354161	50357728
PIN1	19	9945933	9960358
PINK1	1	20959948	20978004
PINLYP	19	44080952	44088116
PINX1	8	10622473	10697394
PIP4K2A	10	22823778	23003484
PIP4K2C	12	57984957	57997198
PIP5K1A	1	151170425	151222012
PIP5K1B	9	71320575	71624092
PIP5K1C	19	3630181	3700477
PIPOX	17	27277531	27384234
PISD	22	32014477	32058418
PITHD1	1	24104895	24114722
PITPNA	17	1421012	1466110
PITPNB	22	28247657	28316122
PITPNC1	17	65373575	65693372
PITPNM1	11	67259239	67273734
PITPNM2	12	123468027	123634562
PITPNM3	17	6354584	6459814
PITRM1	10	3179920	3215003
PIWIL2	8	22132810	22215076
